2015-01-25 02:10:30:07,18.5175,-66.06,81,2.97
2015-01-25 06:26:29:17,18.7448,-67.8901,107,3.36
2015-01-25 07:30:22:26,18.9763,-64.4123,39,3.24
2015-01-25 07:35:12:16,18.9466,-64.2551,29,2.99
2015-01-25 09:43:33:68,17.9231,-66.881,4,1.7
2015-01-25 12:24:47:70,17.936,-66.889,15,1.96
2015-01-25 16:47:22:38,19.2658,-67.8275,7,2.97
2015-01-25 19:27:42:63,18.561,-66.7011,20,2.8
2015-01-26 03:42:40:43,19.2963,-64.9281,45,3.26
2015-01-26 04:12:05:60,18.3495,-66.249,54,2.08
2015-01-26 06:51:46:28,19.2771,-67.6936,32,2.82
2015-01-26 09:01:01:27,18.8258,-64.4033,7,3.22
2015-01-26 09:37:10:38,18.8458,-68.1736,30,2.9
2015-01-26 10:25:52:08,18.983,-68.0661,24,3.09
2015-01-27 01:40:55:34,18.7856,-64.1461,55,3.23
2015-01-27 03:28:43:41,18.8915,-64.2485,67,2.15
2015-01-27 08:20:34:45,18.9038,-64.2363,15,2.63
2015-01-27 09:41:45:76,18.0018,-66.9111,48,2.06
2015-01-27 15:11:29:33,19.1636,-64.3796,77,2.94
2015-01-27 16:55:01:11,17.9031,-66.8936,19,2.16
2015-01-28 06:12:15:30,19.1591,-67.1315,76,3.39
2015-01-28 06:22:04:80,19.3105,-67.1141,48,3.35
2015-01-28 09:08:15:66,18.1005,-68.4401,139,3.39
2015-01-28 09:32:01:13,18.881,-67.4928,5,2.77
2015-01-28 09:59:41:60,18.8196,-67.351,4,2.74
2015-01-28 10:48:51:70,18.9405,-65.0786,4,2.49
2015-01-28 19:16:58:87,19.2156,-64.779,42,3
2015-01-28 21:14:08:61,19.0523,-64.6915,45,2.73
2015-01-28 22:16:16:80,19.329,-68.4076,95,3.78
2015-01-29 04:05:47:51,18.8438,-68.0903,31,3.16
2015-01-29 07:48:41:02,19.5908,-66.3883,34,3.39
2015-01-29 07:51:12:83,19.2458,-66.4918,99,3.18
2015-01-29 08:25:33:75,18.5526,-65.602,87,3
2015-01-29 13:51:46:82,18.6253,-65.624,25,2.94
2015-01-29 13:54:36:39,19.01,-67.7503,102,2.91
2015-01-29 23:47:44:64,18.6953,-65.3733,53,2.52
2015-01-30 00:27:09:90,17.9105,-65.4335,13,2.37
2015-01-30 01:40:15:59,18.1948,-67.0795,35,2.21
2015-01-30 03:23:31:92,19.0895,-68.058,29,3.38
2015-01-30 05:59:34:32,19.2653,-64.9215,37,3.2
2015-01-30 09:48:25:52,17.9226,-66.9073,14,1.52
2015-01-30 14:50:40:47,19.0945,-67.7908,10,3.03
2015-01-30 15:22:04:44,19.0276,-67.862,20,3.22
2015-01-30 22:07:38:17,19.0926,-68.2601,156,3.71
2015-01-31 00:01:19:75,19.204,-64.5585,25,4.05
